K,n_tongues,total_locked,entropy,efficiency,herfindahl,inv_herfindahl,gini_complement
0.44611528822055135,3,0.15749999999999997,0.9416253646451707,6.724719101123596,0.4183673469387756,2.390243902439024,0.7619047619047616
0.44862155388471175,3,0.15999999999999998,0.9392937871942997,6.687150837988828,0.4194335937500001,2.384167636786961,0.7604166666666665
0.45112781954887216,3,0.15999999999999998,0.9392937871942997,6.65,0.4194335937500001,2.384167636786961,0.7604166666666665
0.45363408521303256,3,0.15999999999999998,0.9392937871942997,6.613259668508288,0.4194335937500001,2.384167636786961,0.7604166666666665
0.45614035087719296,3,0.16499999999999998,0.9578305514084275,6.5769230769230775,0.4108126721763086,2.4341994970662193,0.7727272727272725
0.45864661654135336,3,0.16499999999999998,0.9578305514084275,6.540983606557377,0.4108126721763086,2.4341994970662193,0.7727272727272725
0.46115288220551376,3,0.16499999999999998,0.9578305514084275,6.505434782608696,0.4108126721763086,2.4341994970662193,0.7727272727272725
0.46365914786967416,3,0.16499999999999998,0.9578305514084275,6.47027027027027,0.4108126721763086,2.4341994970662193,0.7727272727272725
0.46616541353383456,3,0.16749999999999998,0.9555401724787793,6.435483870967742,0.4118957451548229,2.427798810167658,0.7711442786069651
0.46867167919799496,3,0.16749999999999998,0.9555401724787793,6.401069518716578,0.4118957451548229,2.427798810167658,0.7711442786069651
0.47117794486215536,3,0.16749999999999998,0.9555401724787793,6.367021276595745,0.4118957451548229,2.427798810167658,0.7711442786069651
0.47368421052631576,3,0.16999999999999998,0.9532915471790109,6.333333333333334,0.41295415224913495,2.421576328881906,0.7696078431372548
0.47619047619047616,3,0.16999999999999998,0.9532915471790109,6.300000000000001,0.41295415224913495,2.421576328881906,0.7696078431372548
0.47869674185463656,3,0.16999999999999998,0.9532915471790109,6.2670157068062835,0.41295415224913495,2.421576328881906,0.7696078431372548
0.48120300751879697,3,0.1725,0.9510836390687629,6.234375,0.41398865784499067,2.4155251141552503,0.7681159420289854
0.48370927318295737,3,0.1725,0.9510836390687629,6.202072538860104,0.41398865784499067,2.4155251141552503,0.7681159420289854
0.48621553884711777,3,0.1725,0.9510836390687629,6.170103092783505,0.41398865784499067,2.4155251141552503,0.7681159420289854
0.48872180451127817,3,0.175,0.9489154358953991,6.138461538461539,0.41500000000000004,2.4096385542168672,0.7666666666666664
0.49122807017543857,3,0.1775,0.9671200499873902,6.107142857142858,0.4063677841698076,2.460824993897974,0.7793427230046948
0.49373433583959897,3,0.1775,0.9671200499873902,6.0761421319796955,0.4063677841698076,2.460824993897974,0.7793427230046948
0.49624060150375937,3,0.18,0.9649629230074276,6.045454545454546,0.40740740740740744,2.454545454545454,0.7777777777777779
0.49874686716791977,3,0.18,0.9649629230074276,6.015075376884423,0.40740740740740744,2.454545454545454,0.7777777777777779
0.5012531328320802,3,0.18,0.9649629230074276,5.985,0.40740740740740744,2.454545454545454,0.7777777777777779
0.5037593984962406,3,0.1825,0.9628411104599165,5.955223880597015,0.4084255957965847,2.4484263726165865,0.7762557077625569
0.506265664160401,3,0.1825,0.9628411104599165,5.925742574257426,0.4084255957965847,2.4484263726165865,0.7762557077625569
0.5087719298245614,3,0.1825,0.9628411104599165,5.896551724137931,0.4084255957965847,2.4484263726165865,0.7762557077625569
